activeKilocalories,activeTimeInSeconds,activityStressDurationInSeconds,activityType,averageHeartRateInBeatsPerMinute,averageStressLevel,bmrKilocalories,date,distanceInMeters,durationInSeconds,floorsClimbed,floorsClimbedGoal,highStressDurationInSeconds,intensityDurationGoalInSeconds,lowStressDurationInSeconds,maxHeartRateInBeatsPerMinute,maxStressLevel,mediumStressDurationInSeconds,minHeartRateInBeatsPerMinute,moderateIntensityDurationInSeconds,id,restStressDurationInSeconds,restingHeartRateInBeatsPerMinute,startTimeInSeconds,startTimeOffsetInSeconds,steps,stepsGoal,stressDurationInSeconds,stressQualifier,summaryId,vigorousIntensityDurationInSeconds
4.0,349.0,540.0,WALKING,58.0,14.0,941.0,,93.0,44580.0,0.0,10.0,,9000.0,6600.0,98.0,73.0,1320.0,46.0,0.0,1102_mr_dailies_14,32400.0,53.0,1648828800.0,28800.0,127.0,3590.0,7920.0,unknown,x36ab788-62472180-ae24-6,0.0
0.0,0.0,,WALKING,68.0,36.0,83.0,,0.0,3960.0,0.0,10.0,,9000.0,3180.0,81.0,62.0,180.0,63.0,0.0,1102_mr_dailies_14,,69.0,1648915200.0,28800.0,0.0,3240.0,3360.0,unknown,x36ab788-62487300-f78-6,0.0
123.0,2529.0,4440.0,WALKING,66.0,30.0,1825.0,,1138.0,86400.0,0.0,10.0,3720.0,9000.0,19920.0,121.0,94.0,11820.0,46.0,0.0,1102_mr_dailies_14,35280.0,53.0,1648828800.0,28800.0,1827.0,3590.0,35460.0,balanced,x36ab788-62472180-15180-6,0.0
123.0,2529.0,4440.0,WALKING,66.0,30.0,1825.0,,1138.0,86400.0,0.0,10.0,3720.0,9000.0,19920.0,121.0,94.0,11820.0,46.0,0.0,1102_mr_dailies_14,35280.0,53.0,1648828800.0,28800.0,1827.0,3590.0,35460.0,balanced,x36ab788-62472180-15180-6,0.0
3.0,329.0,540.0,WALKING,57.0,13.0,927.0,,130.0,43920.0,0.0,10.0,,9000.0,6420.0,84.0,74.0,1020.0,45.0,0.0,1102_mr_dailies_14,33000.0,52.0,1648915200.0,28800.0,177.0,3240.0,7440.0,unknown,x36ab788-62487300-ab90-6,0.0
155.0,2994.0,3900.0,WALKING,64.0,26.0,1443.0,,1738.0,68340.0,3.0,10.0,1740.0,9000.0,16440.0,125.0,97.0,9300.0,45.0,0.0,1102_mr_dailies_14,33120.0,52.0,1648915200.0,28800.0,2612.0,3240.0,27480.0,balanced,x36ab788-62487300-10af4-6,0.0
2.0,180.0,720.0,WALKING,71.0,45.0,240.0,,63.0,11400.0,0.0,10.0,60.0,9000.0,6600.0,85.0,81.0,2280.0,62.0,0.0,1102_mr_dailies_14,,69.0,1649001600.0,28800.0,86.0,3140.0,8940.0,unknown,x36ab788-6249c480-2c88-6,0.0
603.0,3294.0,6120.0,WALKING,71.0,38.0,1825.0,,1815.0,86400.0,3.0,10.0,13320.0,9000.0,16860.0,126.0,98.0,12000.0,45.0,0.0,1102_mr_dailies_14,33120.0,52.0,1648915200.0,28800.0,2717.0,3240.0,42180.0,stressful,x36ab788-62487300-15180-6,0.0
16.0,671.0,1500.0,WALKING,63.0,22.0,931.0,,213.0,44100.0,0.0,10.0,300.0,9000.0,9840.0,102.0,82.0,3420.0,50.0,0.0,1102_mr_dailies_14,25800.0,56.0,1649001600.0,28800.0,306.0,3140.0,13560.0,unknown,x36ab788-6249c480-ac44-6,0.0
603.0,3294.0,6120.0,WALKING,71.0,38.0,1825.0,,1815.0,86400.0,3.0,10.0,13320.0,9000.0,16860.0,126.0,98.0,12000.0,45.0,0.0,1102_mr_dailies_14,33120.0,52.0,1648915200.0,28800.0,2717.0,3240.0,42180.0,stressful,x36ab788-62487300-15180-6,0.0
16.0,731.0,1680.0,WALKING,63.0,22.0,937.0,,230.0,44400.0,0.0,10.0,300.0,9000.0,9840.0,102.0,82.0,3420.0,50.0,0.0,1102_mr_dailies_14,25920.0,56.0,1649001600.0,28800.0,329.0,3140.0,13560.0,unknown,x36ab788-6249c480-ad70-6,0.0
63.0,1508.0,3060.0,WALKING,66.0,26.0,1133.0,,897.0,53640.0,2.0,10.0,1200.0,9000.0,11640.0,107.0,96.0,5520.0,50.0,0.0,1102_mr_dailies_14,26340.0,56.0,1649001600.0,28800.0,1266.0,3140.0,18360.0,unknown,x36ab788-6249c480-d188-6,0.0
20.0,399.0,1860.0,WALKING,70.0,36.0,269.0,,138.0,12780.0,0.0,10.0,120.0,9000.0,4800.0,107.0,85.0,960.0,58.0,0.0,1102_mr_dailies_14,1380.0,59.0,1649088000.0,28800.0,266.0,2960.0,5880.0,unknown,x36ab788-624b1600-31ec-6,0.0
174.0,2311.0,6360.0,WALKING,72.0,41.0,1825.0,,1529.0,86400.0,5.0,10.0,8700.0,9000.0,16140.0,115.0,96.0,22440.0,50.0,0.0,1102_mr_dailies_14,26340.0,56.0,1649001600.0,28800.0,2210.0,3140.0,47280.0,stressful,x36ab788-6249c480-15180-6,0.0
93.0,2210.0,4380.0,WALKING,69.0,34.0,742.0,,721.0,35160.0,7.0,10.0,1320.0,9000.0,8340.0,114.0,95.0,4380.0,51.0,0.0,1102_mr_dailies_14,11580.0,56.0,1649088000.0,28800.0,1412.0,2960.0,14040.0,unknown,x36ab788-624b1600-8958-6,0.0
174.0,2311.0,6360.0,WALKING,72.0,41.0,1825.0,,1529.0,86400.0,5.0,10.0,8700.0,9000.0,16140.0,115.0,96.0,22440.0,50.0,0.0,1102_mr_dailies_14,26340.0,56.0,1649001600.0,28800.0,2210.0,3140.0,47280.0,stressful,x36ab788-6249c480-15180-6,0.0
93.0,2210.0,4380.0,WALKING,70.0,35.0,746.0,,721.0,35340.0,7.0,10.0,1440.0,9000.0,8340.0,114.0,95.0,4380.0,51.0,0.0,1102_mr_dailies_14,11580.0,56.0,1649088000.0,28800.0,1412.0,2960.0,14160.0,unknown,x36ab788-624b1600-8a0c-6,0.0
93.0,2210.0,4440.0,WALKING,70.0,36.0,765.0,,721.0,36240.0,7.0,10.0,1620.0,9000.0,8340.0,114.0,95.0,5040.0,51.0,0.0,1102_mr_dailies_14,11580.0,56.0,1649088000.0,28800.0,1412.0,2960.0,15000.0,unknown,x36ab788-624b1600-8d90-6,0.0
98.0,2243.0,4500.0,WALKING,68.0,33.0,1049.0,,745.0,49680.0,7.0,10.0,1860.0,9000.0,10320.0,114.0,95.0,6000.0,51.0,0.0,1102_mr_dailies_14,19560.0,56.0,1649088000.0,28800.0,1473.0,2960.0,18180.0,unknown,x36ab788-624b1600-c210-6,0.0
98.0,2258.0,4500.0,WALKING,68.0,33.0,1050.0,,752.0,49740.0,7.0,10.0,1860.0,9000.0,10380.0,114.0,95.0,6000.0,51.0,0.0,1102_mr_dailies_14,19560.0,56.0,1649088000.0,28800.0,1482.0,2960.0,18240.0,unknown,x36ab788-624b1600-c24c-6,0.0
98.0,2258.0,4560.0,WALKING,69.0,34.0,1082.0,,752.0,51240.0,7.0,10.0,1920.0,9000.0,11280.0,114.0,95.0,6360.0,51.0,0.0,1102_mr_dailies_14,19560.0,56.0,1649088000.0,28800.0,1482.0,2960.0,19560.0,unknown,x36ab788-624b1600-c828-6,0.0
226.0,2588.0,7380.0,WALKING,74.0,45.0,1825.0,,952.0,86400.0,7.0,10.0,10140.0,9000.0,18960.0,114.0,95.0,16140.0,51.0,0.0,1102_mr_dailies_14,19800.0,56.0,1649088000.0,28800.0,1759.0,2960.0,45240.0,stressful,x36ab788-624b1600-15180-6,0.0
13.0,355.0,900.0,WALKING,63.0,24.0,912.0,,114.0,43200.0,0.0,10.0,180.0,9000.0,8520.0,113.0,78.0,5220.0,49.0,0.0,1102_mr_dailies_14,21960.0,56.0,1649174400.0,28800.0,155.0,2720.0,13920.0,unknown,x36ab788-624c6780-a8c0-6,0.0
13.0,475.0,1020.0,WALKING,64.0,24.0,936.0,,126.0,44340.0,0.0,10.0,180.0,9000.0,9060.0,113.0,78.0,5340.0,49.0,0.0,1102_mr_dailies_14,22260.0,56.0,1649174400.0,28800.0,172.0,2720.0,14580.0,unknown,x36ab788-624c6780-ad34-6,0.0
168.0,2764.0,4860.0,WALKING,69.0,35.0,1825.0,,1634.0,86400.0,3.0,10.0,2700.0,9000.0,28320.0,133.0,93.0,14400.0,49.0,0.0,1102_mr_dailies_14,23580.0,56.0,1649174400.0,28800.0,2382.0,2720.0,45420.0,stressful,x36ab788-624c6780-15180-6,0.0
0.0,0.0,,WALKING,70.0,41.0,29.0,,0.0,1380.0,0.0,10.0,,9000.0,1080.0,77.0,57.0,120.0,63.0,0.0,1102_mr_dailies_14,,70.0,1649260800.0,28800.0,0.0,2660.0,1200.0,unknown,x36ab788-624db900-564-6,0.0
19.0,485.0,1620.0,WALKING,60.0,14.0,835.0,,168.0,39540.0,0.0,10.0,,9000.0,5040.0,112.0,73.0,540.0,45.0,0.0,1102_mr_dailies_14,25500.0,54.0,1649260800.0,28800.0,238.0,2660.0,5580.0,unknown,x36ab788-624db900-9a74-6,0.0
168.0,2764.0,4860.0,WALKING,69.0,35.0,1825.0,,1634.0,86400.0,3.0,10.0,2700.0,9000.0,28320.0,133.0,93.0,14400.0,49.0,0.0,1102_mr_dailies_14,23580.0,56.0,1649174400.0,28800.0,2382.0,2720.0,45420.0,stressful,x36ab788-624c6780-15180-6,0.0
23.0,545.0,1800.0,WALKING,60.0,15.0,932.0,,174.0,44160.0,0.0,10.0,,9000.0,5760.0,112.0,73.0,720.0,45.0,0.0,1102_mr_dailies_14,28200.0,54.0,1649260800.0,28800.0,247.0,2660.0,6480.0,unknown,x36ab788-624db900-ac80-6,0.0
148.0,2329.0,5640.0,WALKING,67.0,33.0,1825.0,,1466.0,86400.0,3.0,10.0,3420.0,9000.0,23880.0,128.0,96.0,12360.0,45.0,0.0,1102_mr_dailies_14,28680.0,54.0,1649260800.0,28800.0,2208.0,2660.0,39660.0,stressful,x36ab788-624db900-15180-6,0.0
12.0,312.0,1560.0,WALKING,65.0,25.0,432.0,,114.0,20460.0,0.0,10.0,180.0,9000.0,6180.0,103.0,82.0,1260.0,45.0,0.0,1102_mr_dailies_14,7500.0,56.0,1649347200.0,28800.0,177.0,2570.0,7620.0,unknown,x36ab788-624f0a80-4fec-6,0.0
148.0,2329.0,5640.0,WALKING,67.0,33.0,1825.0,,1466.0,86400.0,3.0,10.0,3420.0,9000.0,23880.0,128.0,96.0,12360.0,45.0,0.0,1102_mr_dailies_14,28680.0,54.0,1649260800.0,28800.0,2208.0,2660.0,39660.0,stressful,x36ab788-624db900-15180-6,0.0
13.0,372.0,1740.0,WALKING,59.0,15.0,950.0,,119.0,45000.0,0.0,10.0,180.0,9000.0,7080.0,103.0,82.0,1440.0,45.0,0.0,1102_mr_dailies_14,30120.0,53.0,1649347200.0,28800.0,184.0,2570.0,8700.0,unknown,x36ab788-624f0a80-afc8-6,0.0
15.0,552.0,1920.0,WALKING,60.0,16.0,999.0,,149.0,47340.0,0.0,10.0,480.0,9000.0,7740.0,103.0,82.0,2280.0,45.0,0.0,1102_mr_dailies_14,30240.0,53.0,1649347200.0,28800.0,225.0,2570.0,10500.0,unknown,x36ab788-624f0a80-b8ec-6,0.0
98.0,2526.0,4740.0,WALKING,64.0,26.0,1499.0,,1480.0,70980.0,2.0,10.0,2460.0,9000.0,18180.0,120.0,94.0,6900.0,45.0,0.0,1102_mr_dailies_14,31080.0,53.0,1649347200.0,28800.0,2149.0,2570.0,27540.0,balanced,x36ab788-624f0a80-11544-6,0.0
0.0,30.0,60.0,WALKING,70.0,45.0,202.0,,13.0,9600.0,0.0,10.0,,9000.0,6780.0,79.0,67.0,2580.0,63.0,0.0,1102_mr_dailies_14,,70.0,1649433600.0,28800.0,18.0,2500.0,9360.0,unknown,x36ab788-62505c00-2580-6,0.0
131.0,2589.0,5580.0,WALKING,67.0,34.0,1825.0,,1512.0,86400.0,2.0,10.0,6840.0,9000.0,22020.0,120.0,94.0,13260.0,45.0,0.0,1102_mr_dailies_14,31080.0,53.0,1649347200.0,28800.0,2205.0,2570.0,42120.0,stressful,x36ab788-624f0a80-15180-6,0.0
131.0,2589.0,5580.0,WALKING,67.0,34.0,1825.0,,1512.0,86400.0,2.0,10.0,6840.0,9000.0,22020.0,120.0,94.0,13260.0,45.0,0.0,1102_mr_dailies_14,31080.0,53.0,1649347200.0,28800.0,2205.0,2570.0,42120.0,stressful,x36ab788-624f0a80-15180-6,0.0
12.0,585.0,1680.0,WALKING,62.0,22.0,932.0,,171.0,44160.0,0.0,10.0,60.0,9000.0,11640.0,108.0,79.0,3360.0,49.0,0.0,1102_mr_dailies_14,23520.0,65.0,1649433600.0,28800.0,259.0,2500.0,15060.0,unknown,x36ab788-62505c00-ac80-6,0.0
14.0,645.0,1800.0,WALKING,62.0,22.0,937.0,,183.0,44400.0,0.0,10.0,60.0,9000.0,11760.0,108.0,79.0,3360.0,49.0,0.0,1102_mr_dailies_14,23520.0,55.0,1649433600.0,28800.0,276.0,2500.0,15180.0,unknown,x36ab788-62505c00-ad70-6,0.0
81.0,2186.0,3960.0,WALKING,68.0,37.0,1825.0,,827.0,86400.0,0.0,10.0,2280.0,9000.0,30600.0,124.0,93.0,21000.0,49.0,0.0,1102_mr_dailies_14,23520.0,55.0,1649433600.0,28800.0,1401.0,2500.0,53880.0,stressful,x36ab788-62505c00-15180-6,0.0
0.0,0.0,,WALKING,73.0,55.0,38.0,,0.0,1800.0,0.0,10.0,,9000.0,600.0,77.0,69.0,1200.0,68.0,0.0,1102_mr_dailies_14,,71.0,1649520000.0,28800.0,0.0,2280.0,1800.0,unknown,x36ab788-6251ad80-708-6,0.0
81.0,2186.0,3960.0,WALKING,68.0,37.0,1825.0,,827.0,86400.0,0.0,10.0,2280.0,9000.0,30600.0,124.0,93.0,21000.0,49.0,0.0,1102_mr_dailies_14,23520.0,55.0,1649433600.0,28800.0,1401.0,2500.0,53880.0,stressful,x36ab788-62505c00-15180-6,0.0
7.0,573.0,1320.0,WALKING,59.0,18.0,940.0,,142.0,44520.0,0.0,10.0,60.0,9000.0,7320.0,104.0,81.0,2820.0,47.0,0.0,1102_mr_dailies_14,27600.0,53.0,1649520000.0,28800.0,194.0,2280.0,10200.0,unknown,x36ab788-6251ad80-ade8-6,0.0
146.0,1413.0,2640.0,WALKING,63.0,22.0,1036.0,,835.0,49080.0,3.0,10.0,2100.0,9000.0,7860.0,143.0,98.0,3180.0,47.0,120.0,1102_mr_dailies_14,27600.0,53.0,1649520000.0,28800.0,1148.0,2280.0,13140.0,unknown,x36ab788-6251ad80-bfb8-6,900.0
206.0,2209.0,4020.0,WALKING,71.0,40.0,1712.0,,1488.0,81060.0,3.0,10.0,11040.0,9000.0,10980.0,143.0,98.0,17820.0,47.0,120.0,1102_mr_dailies_14,27600.0,53.0,1649520000.0,28800.0,2058.0,2280.0,39840.0,stressful,x36ab788-6251ad80-13ca4-6,960.0
206.0,2209.0,4080.0,WALKING,72.0,42.0,1825.0,,1488.0,86400.0,3.0,10.0,11220.0,9000.0,11220.0,143.0,98.0,22680.0,47.0,120.0,1102_mr_dailies_14,27600.0,53.0,1649520000.0,28800.0,2058.0,2280.0,45120.0,stressful,x36ab788-6251ad80-15180-6,960.0
0.0,0.0,,WALKING,71.0,46.0,192.0,,0.0,9120.0,0.0,10.0,,9000.0,5940.0,79.0,72.0,3120.0,64.0,0.0,1102_mr_dailies_14,,73.0,1649606400.0,28800.0,0.0,2240.0,9060.0,unknown,x36ab788-6252ff00-23a0-6,0.0
206.0,2209.0,4080.0,WALKING,72.0,42.0,1825.0,,1488.0,86400.0,3.0,10.0,11220.0,9000.0,11220.0,143.0,98.0,22680.0,47.0,120.0,1102_mr_dailies_14,27600.0,53.0,1649520000.0,28800.0,2058.0,2280.0,45120.0,stressful,x36ab788-6251ad80-15180-6,960.0
3.0,540.0,360.0,WALKING,61.0,23.0,941.0,,111.0,44580.0,0.0,10.0,60.0,9000.0,12840.0,86.0,78.0,5220.0,47.0,0.0,1102_mr_dailies_14,24780.0,53.0,1649606400.0,28800.0,152.0,2240.0,18120.0,unknown,x36ab788-6252ff00-ae24-6,0.0
351.0,3308.0,4980.0,WALKING,73.0,43.0,1676.0,,2101.0,79380.0,6.0,10.0,14520.0,9000.0,16380.0,135.0,96.0,15780.0,47.0,660.0,1102_mr_dailies_14,24780.0,53.0,1649606400.0,28800.0,3005.0,2240.0,46680.0,stressful,x36ab788-6252ff00-13614-6,0.0
0.0,30.0,60.0,WALKING,75.0,57.0,192.0,,17.0,9120.0,0.0,10.0,1140.0,9000.0,3180.0,89.0,82.0,4080.0,63.0,0.0,1102_mr_dailies_14,60.0,80.0,1649692800.0,28800.0,23.0,2330.0,8400.0,unknown,x36ab788-62545080-23a0-6,0.0
361.0,3383.0,5160.0,WALKING,74.0,46.0,1825.0,,2154.0,86400.0,6.0,10.0,18360.0,9000.0,16380.0,135.0,96.0,18720.0,47.0,660.0,1102_mr_dailies_14,24780.0,53.0,1649606400.0,28800.0,3078.0,2240.0,53460.0,stressful,x36ab788-6252ff00-15180-6,0.0
361.0,3383.0,5160.0,WALKING,74.0,46.0,1825.0,,2154.0,86400.0,6.0,10.0,18360.0,9000.0,16380.0,135.0,96.0,18720.0,47.0,660.0,1102_mr_dailies_14,24780.0,53.0,1649606400.0,28800.0,3078.0,2240.0,53460.0,stressful,x36ab788-6252ff00-15180-6,0.0
1.0,330.0,480.0,WALKING,61.0,23.0,969.0,,108.0,45900.0,0.0,10.0,1200.0,9000.0,10020.0,89.0,82.0,5640.0,46.0,0.0,1102_mr_dailies_14,26220.0,53.0,1649692800.0,28800.0,160.0,2330.0,16860.0,unknown,x36ab788-62545080-b34c-6,0.0
226.0,3757.0,6060.0,WALKING,71.0,44.0,1825.0,,2305.0,86400.0,3.0,10.0,10140.0,9000.0,12480.0,135.0,97.0,28080.0,44.0,300.0,1102_mr_dailies_14,23880.0,51.0,1650038400.0,28800.0,3565.0,1840.0,50700.0,stressful,x36ab788-62599680-15180-6,360.0
133.0,1999.0,3180.0,WALKING,65.0,31.0,1274.0,,953.0,60360.0,3.0,10.0,3360.0,9000.0,11760.0,129.0,98.0,10440.0,45.0,660.0,1102_mr_dailies_14,25680.0,52.0,1650124800.0,28800.0,1361.0,2020.0,25560.0,balanced,x36ab788-625ae800-ebc8-6,0.0
161.0,2970.0,4680.0,WALKING,67.0,39.0,1825.0,,1657.0,86400.0,4.0,10.0,4080.0,9000.0,19620.0,129.0,98.0,23520.0,45.0,660.0,1102_mr_dailies_14,25920.0,52.0,1650124800.0,28800.0,2402.0,2020.0,47220.0,stressful,x36ab788-625ae800-15180-6,0.0
3.0,330.0,900.0,WALKING,61.0,21.0,928.0,,132.0,43980.0,0.0,10.0,600.0,9000.0,6840.0,107.0,93.0,5580.0,46.0,0.0,1102_mr_dailies_14,24840.0,52.0,1650211200.0,28800.0,180.0,2100.0,13020.0,unknown,x36ab788-625c3980-abcc-6,0.0
266.0,1348.0,4380.0,WALKING,73.0,45.0,1825.0,,522.0,86400.0,0.0,10.0,16500.0,9000.0,10440.0,150.0,97.0,19860.0,46.0,0.0,1102_mr_dailies_14,25080.0,52.0,1650211200.0,28800.0,754.0,2100.0,46800.0,stressful,x36ab788-625c3980-15180-6,0.0
266.0,1348.0,4380.0,WALKING,73.0,45.0,1825.0,,522.0,86400.0,0.0,10.0,16500.0,9000.0,10440.0,150.0,97.0,19860.0,46.0,0.0,1102_mr_dailies_14,25080.0,52.0,1650211200.0,28800.0,754.0,2100.0,46800.0,stressful,x36ab788-625c3980-15180-6,0.0
1.0,335.0,660.0,WALKING,61.0,22.0,925.0,,63.0,43800.0,0.0,10.0,120.0,9000.0,10500.0,86.0,79.0,3660.0,45.0,0.0,1102_mr_dailies_14,24180.0,55.0,1650297600.0,28800.0,99.0,1970.0,14280.0,unknown,x36ab788-625d8b00-ab18-6,0.0
0.0,15.0,120.0,WALKING,69.0,42.0,138.0,,12.0,6540.0,0.0,10.0,,9000.0,4980.0,75.0,64.0,1260.0,61.0,0.0,1102_mr_dailies_14,,69.0,1650384000.0,28800.0,17.0,2000.0,6240.0,unknown,x36ab788-625edc80-198c-6,0.0
130.0,2474.0,3900.0,WALKING,69.0,41.0,1825.0,,1416.0,86400.0,4.0,10.0,7740.0,9000.0,21780.0,138.0,94.0,21540.0,45.0,300.0,1102_mr_dailies_14,24900.0,55.0,1650297600.0,28800.0,2180.0,1970.0,51060.0,stressful,x36ab788-625d8b00-15180-6,300.0
130.0,2474.0,3900.0,WALKING,69.0,41.0,1825.0,,1416.0,86400.0,4.0,10.0,7740.0,9000.0,21780.0,138.0,94.0,21540.0,45.0,300.0,1102_mr_dailies_14,24900.0,55.0,1650297600.0,28800.0,2180.0,1970.0,51060.0,stressful,x36ab788-625d8b00-15180-6,300.0
24.0,781.0,1620.0,WALKING,61.0,22.0,887.0,,234.0,42000.0,0.0,10.0,120.0,9000.0,12060.0,106.0,96.0,2880.0,47.0,0.0,1102_mr_dailies_14,21180.0,53.0,1650384000.0,28800.0,350.0,2000.0,15060.0,unknown,x36ab788-625edc80-a410-6,0.0
49.0,1478.0,3540.0,WALKING,69.0,43.0,1825.0,,495.0,86400.0,0.0,10.0,6720.0,9000.0,18480.0,106.0,96.0,25920.0,47.0,0.0,1102_mr_dailies_14,21960.0,53.0,1650384000.0,28800.0,782.0,2000.0,51120.0,stressful,x36ab788-625edc80-15180-6,0.0
0.0,16.0,180.0,WALKING,72.0,54.0,53.0,,10.0,2520.0,0.0,10.0,,9000.0,600.0,81.0,74.0,1200.0,62.0,0.0,1102_mr_dailies_14,,72.0,1650470400.0,28800.0,13.0,1880.0,1800.0,unknown,x36ab788-62602e00-9d8-6,0.0
49.0,1478.0,3540.0,WALKING,69.0,43.0,1825.0,,495.0,86400.0,0.0,10.0,6720.0,9000.0,18480.0,106.0,96.0,25920.0,47.0,0.0,1102_mr_dailies_14,21960.0,53.0,1650384000.0,28800.0,782.0,2000.0,51120.0,stressful,x36ab788-625edc80-15180-6,0.0
57.0,1375.0,2160.0,WALKING,61.0,19.0,863.0,,1165.0,40860.0,0.0,10.0,120.0,9000.0,8400.0,108.0,85.0,1920.0,45.0,720.0,1102_mr_dailies_14,19500.0,53.0,1650470400.0,28800.0,1518.0,1880.0,10440.0,unknown,x36ab788-62602e00-9f9c-6,0.0
77.0,1611.0,2400.0,WALKING,62.0,21.0,894.0,,1374.0,42360.0,0.0,10.0,1260.0,9000.0,8400.0,123.0,94.0,1980.0,45.0,720.0,1102_mr_dailies_14,19500.0,53.0,1650470400.0,28800.0,1815.0,1880.0,11640.0,unknown,x36ab788-62602e00-a578-6,0.0
358.0,4745.0,5700.0,WALKING,72.0,40.0,1257.0,,4011.0,59520.0,6.0,10.0,12120.0,9000.0,9000.0,123.0,98.0,4140.0,45.0,1500.0,1102_mr_dailies_14,19500.0,53.0,1650470400.0,28800.0,5654.0,1880.0,25260.0,unknown,x36ab788-62602e00-e880-6,0.0
0.0,45.0,,WALKING,67.0,39.0,172.0,,40.0,8160.0,0.0,10.0,,9000.0,5160.0,83.0,66.0,1080.0,55.0,0.0,1102_mr_dailies_14,1020.0,59.0,1650556800.0,28800.0,54.0,2270.0,6240.0,unknown,x36ab788-62617f80-1fe0-6,0.0
375.0,4890.0,7200.0,WALKING,74.0,50.0,1825.0,,4089.0,86400.0,6.0,10.0,20520.0,9000.0,11760.0,123.0,98.0,18000.0,45.0,1500.0,1102_mr_dailies_14,19500.0,53.0,1650470400.0,28800.0,5788.0,1880.0,50280.0,stressful,x36ab788-62602e00-15180-6,0.0
375.0,4890.0,7200.0,WALKING,74.0,50.0,1825.0,,4089.0,86400.0,6.0,10.0,20520.0,9000.0,11760.0,123.0,98.0,18000.0,45.0,1500.0,1102_mr_dailies_14,19500.0,53.0,1650470400.0,28800.0,5788.0,1880.0,50280.0,stressful,x36ab788-62602e00-15180-6,0.0
8.0,720.0,1500.0,WALKING,60.0,21.0,940.0,,236.0,44520.0,0.0,10.0,180.0,9000.0,11340.0,98.0,78.0,2400.0,47.0,0.0,1102_mr_dailies_14,25500.0,54.0,1650556800.0,28800.0,322.0,2270.0,13920.0,unknown,x36ab788-62617f80-ade8-6,0.0
277.0,1440.0,6660.0,WALKING,73.0,47.0,1825.0,,551.0,86400.0,0.0,10.0,20400.0,9000.0,12840.0,122.0,98.0,15960.0,47.0,0.0,1102_mr_dailies_14,25500.0,54.0,1650556800.0,28800.0,793.0,2270.0,49200.0,stressful,x36ab788-62617f80-15180-6,0.0
15.0,354.0,1320.0,WALKING,64.0,26.0,656.0,,92.0,31080.0,0.0,10.0,60.0,9000.0,12300.0,105.0,78.0,2940.0,48.0,0.0,1102_mr_dailies_14,12120.0,63.0,1650643200.0,28800.0,138.0,2130.0,15300.0,unknown,x36ab788-6262d100-7968-6,0.0
15.0,414.0,1380.0,WALKING,62.0,22.0,917.0,,99.0,43440.0,0.0,10.0,60.0,9000.0,13260.0,105.0,78.0,3060.0,48.0,0.0,1102_mr_dailies_14,22440.0,56.0,1650643200.0,28800.0,148.0,2130.0,16380.0,unknown,x36ab788-6262d100-a9b0-6,0.0
84.0,1598.0,2940.0,WALKING,65.0,26.0,1044.0,,834.0,49440.0,2.0,10.0,1500.0,9000.0,14220.0,119.0,95.0,4860.0,48.0,0.0,1102_mr_dailies_14,22500.0,56.0,1650643200.0,28800.0,1141.0,2130.0,20580.0,unknown,x36ab788-6262d100-c120-6,0.0
211.0,2741.0,5220.0,WALKING,72.0,45.0,1825.0,,1660.0,86400.0,4.0,10.0,12120.0,9000.0,17760.0,119.0,97.0,24120.0,48.0,0.0,1102_mr_dailies_14,22500.0,56.0,1650643200.0,28800.0,2342.0,2130.0,54000.0,stressful,x36ab788-6262d100-15180-6,0.0
19.0,661.0,1680.0,WALKING,67.0,30.0,378.0,,298.0,17940.0,0.0,10.0,180.0,9000.0,5460.0,110.0,83.0,1800.0,49.0,0.0,1102_mr_dailies_14,6300.0,62.0,1650729600.0,28800.0,415.0,2160.0,7440.0,unknown,x36ab788-62642280-4614-6,0.0
211.0,2741.0,5220.0,WALKING,72.0,45.0,1825.0,,1660.0,86400.0,4.0,10.0,12120.0,9000.0,17760.0,119.0,97.0,24120.0,48.0,0.0,1102_mr_dailies_14,22500.0,56.0,1650643200.0,28800.0,2342.0,2130.0,54000.0,stressful,x36ab788-6262d100-15180-6,0.0
21.0,721.0,1920.0,WALKING,59.0,16.0,961.0,,314.0,45540.0,0.0,10.0,180.0,9000.0,6540.0,110.0,83.0,2040.0,47.0,0.0,1102_mr_dailies_14,31500.0,54.0,1650729600.0,28800.0,438.0,2160.0,8760.0,unknown,x36ab788-62642280-b1e4-6,0.0
1.0,75.0,300.0,WALKING,72.0,50.0,178.0,,44.0,8460.0,0.0,10.0,60.0,9000.0,3840.0,94.0,79.0,3840.0,63.0,0.0,1102_mr_dailies_14,,64.0,1650816000.0,28800.0,60.0,2220.0,7740.0,unknown,x36ab788-62657400-210c-6,0.0
129.0,2635.0,4800.0,WALKING,69.0,39.0,1825.0,,1674.0,86400.0,3.0,10.0,9840.0,9000.0,13860.0,115.0,96.0,22020.0,47.0,0.0,1102_mr_dailies_14,31680.0,54.0,1650729600.0,28800.0,2420.0,2160.0,45720.0,stressful,x36ab788-62642280-15180-6,0.0
129.0,2635.0,4800.0,WALKING,69.0,39.0,1825.0,,1674.0,86400.0,3.0,10.0,9840.0,9000.0,13860.0,115.0,96.0,22020.0,47.0,0.0,1102_mr_dailies_14,31680.0,54.0,1650729600.0,28800.0,2420.0,2160.0,45720.0,stressful,x36ab788-62642280-15180-6,0.0
